Date,HG=F.Close,AAPL.Close,MSCI.Close
2010-07-14,3.001,9.026071,31.49
2010-07-15,3.005,8.980357,31.530001
2010-07-16,2.9235,8.925,31.01
2010-07-19,2.9325,8.770714,30.799999
2010-07-20,2.9975,8.996071,31.120001
2010-07-21,3.087,9.08,30.540001
2010-07-22,3.1605,9.250714,31.59
2010-07-23,3.185,9.283571,33.130001
2010-07-26,3.225,9.26,33.049999
2010-07-27,3.205,9.431429,33.009998
2010-07-28,3.24,9.32,32.73
2010-07-29,3.2855,9.218214,31.799999
2010-07-30,3.307,9.1875,32.27
2010-08-02,3.385,9.351786,33.25
2010-08-03,3.355,9.354643,33.209999
2010-08-04,3.4005,9.392143,33.389999
2010-08-05,3.3505,9.346429,32.93
2010-08-06,3.3395,9.288929,32.799999
2010-08-09,3.3505,9.348214,33.150002
2010-08-10,3.311,9.264643,32.709999
2010-08-11,3.2525,8.935357,31.15
2010-08-12,3.2825,8.9925,31.280001
2010-08-13,3.2515,8.896429,31.23
2010-08-16,3.277,8.844286,31.48
2010-08-17,3.3375,8.998929,31.51
2010-08-18,3.349,9.038214,32.200001
2010-08-19,3.3175,8.924286,31.120001
2010-08-20,3.291,8.915714,30.9
2010-08-23,3.2915,8.778571,30.639999
2010-08-24,3.2395,8.568929,29.719999
2010-08-25,3.211,8.674643,29.809999
2010-08-26,3.3055,8.581429,30.02
2010-08-27,3.364,8.629286,30.49
2010-08-30,3.413,8.660714,29.67
2010-08-31,3.361,8.682143,29.9
2010-09-01,3.4685,8.940357,30.82
2010-09-02,3.488,9.006071,31.540001
2010-09-03,3.4935,9.241786,32.650002
2010-09-07,3.4635,9.2075,32.369999
2010-09-08,3.4905,9.39,32.950001
2010-09-09,3.4335,9.395357,33.34
2010-09-10,3.397,9.4075,33
2010-09-13,3.4715,9.537143,34.380001
2010-09-14,3.4595,9.573571,34.389999
2010-09-15,3.458,9.650714,34.110001
2010-09-16,3.483,9.8775,34.509998
2010-09-17,3.5135,9.834643,34.75
2010-09-20,3.496,10.115357,35.16
2010-09-21,3.4745,10.134643,34.880001
2010-09-22,3.5585,10.276786,34.400002
2010-09-23,3.585,10.318571,33.669998
2010-09-24,3.6135,10.44,34.169998
2010-09-27,3.5935,10.398571,33.599998
2010-09-28,3.634,10.245,34.389999
2010-09-29,3.6565,10.263214,34.48
2010-09-30,3.646,10.133929,33.209999
2010-10-01,3.6835,10.09,34.330002
2010-10-04,3.6575,9.951429,33.869999
2010-10-05,3.719,10.319286,34.389999
2010-10-06,3.746,10.328214,33.98
2010-10-07,3.6735,10.329286,34.619999
2010-10-08,3.7665,10.5025,34.91
2010-10-11,3.7795,10.548571,34.950001
2010-10-12,3.781,10.662143,35.16
2010-10-13,3.814,10.719286,35.639999
2010-10-14,3.809,10.796786,35.450001
2010-10-15,3.8345,11.240714,35.880001
2010-10-18,3.8505,11.357143,36.950001
2010-10-19,3.755,11.053214,37.16
2010-10-20,3.7885,11.090357,37.23
2010-10-21,3.7755,11.054286,36.84
2010-10-22,3.7915,10.981071,36.650002
2010-10-25,3.8565,11.03,36.290001
2010-10-26,3.8635,11.001786,35.830002
2010-10-27,3.7735,10.993929,35.75
2010-10-28,3.785,10.901429,35.77
2010-10-29,3.732,10.749286,35.849998
2010-11-01,3.7785,10.863571,35.73
2010-11-02,3.8335,11.048571,36.009998
2010-11-03,3.7795,11.171429,35.919998
2010-11-04,3.9065,11.366786,36.799999
2010-11-05,3.944,11.326071,37.07
2010-11-08,3.9525,11.379286,37.32
2010-11-09,4.0395,11.288571,36.799999
2010-11-10,3.966,11.358214,37.439999
2010-11-11,4.018,11.308929,37.099998
2010-11-12,3.8885,11.001071,35.950001
2010-11-15,3.923,10.965714,35.880001
2010-11-16,3.724,10.771071,35.060001
2010-11-17,3.7285,10.732143,34.75
2010-11-18,3.8305,11.015357,35.369999
2010-11-19,3.833,10.954643,35.259998
2010-11-22,3.7495,11.191429,35.200001
2010-11-23,3.701,11.026071,34.299999
2010-11-24,3.7555,11.242857,35.16
2010-11-26,3.751,11.25,34.919998
2010-11-29,3.758,11.316786,34.779999
2010-11-30,3.823,11.1125,34.060001
2010-12-01,3.946,11.3,35.209999
2010-12-02,3.977,11.3625,36.369999
2010-12-03,3.995,11.337143,36.599998
2010-12-06,4.004,11.433929,36.380001
2010-12-07,4.044,11.364643,36.860001
2010-12-08,4.0945,11.464643,37.130001
2010-12-09,4.0815,11.42,36.740002
2010-12-10,4.105,11.448571,36.560001
2010-12-13,4.1995,11.488214,36.700001
2010-12-14,4.2015,11.438929,37.02
2010-12-15,4.1265,11.441429,36.799999
2010-12-16,4.1105,11.473214,37.07
2010-12-17,4.153,11.450357,37.630001
2010-12-20,4.2005,11.5075,37.439999
2010-12-21,4.2705,11.578571,38.529999
2010-12-22,4.269,11.612857,39.93
2010-12-23,4.252,11.557143,40
2010-12-27,4.275,11.595714,40.02
2010-12-28,4.324,11.623929,39.529999
2010-12-29,4.309,11.6175,39.790001
2010-12-30,4.3565,11.559286,39.41
2010-12-31,4.4395,11.52,38.959999
2011-01-03,4.4515,11.770357,39.450001
2011-01-04,4.3635,11.831786,38.799999
2011-01-05,4.4015,11.928571,39.32
2011-01-06,4.321,11.918929,39.02
2011-01-07,4.2725,12.004286,38.759998
2011-01-10,4.2545,12.230357,38.639999
2011-01-11,4.339,12.201429,39.07
2011-01-12,4.402,12.300714,39.720001
2011-01-13,4.367,12.345714,36.75
2011-01-14,4.4035,12.445714,36.419998
2011-01-18,4.4185,12.166071,36.290001
2011-01-19,4.36,12.101429,35.240002
2011-01-20,4.2625,11.881429,35.119999
2011-01-21,4.3,11.668571,35.5
2011-01-24,4.3415,12.051786,35.5
2011-01-25,4.219,12.192857,35.150002
2011-01-26,4.2605,12.280357,34.900002
2011-01-27,4.331,12.2575,34.830002
2011-01-28,4.3655,12.003571,34
2011-01-31,4.451,12.118571,34.23
2011-02-01,4.54,12.3225,34.639999
2011-02-02,4.534,12.297143,34.669998
2011-02-03,4.535,12.265714,34.110001
2011-02-04,4.571,12.375,34.799999
2011-02-07,4.5675,12.567143,36.09
2011-02-08,4.568,12.685714,35.799999
2011-02-09,4.5195,12.791429,35.950001
2011-02-10,4.537,12.662143,36
2011-02-11,4.531,12.744643,36.110001
2011-02-14,4.623,12.827857,36.27
2011-02-15,4.5315,12.853571,36.009998
2011-02-16,4.466,12.968929,36.220001
2011-02-17,4.48,12.796429,36.389999
2011-02-18,4.4785,12.52,36.93
2011-02-22,4.3455,12.093214,36.389999
2011-02-23,4.2735,12.236429,35.959999
2011-02-24,4.3265,12.245714,36
2011-02-25,4.436,12.434286,36.099998
2011-02-28,4.478,12.614643,35.5
2011-03-01,4.4905,12.475357,34.790001
2011-03-02,4.48,12.575714,35.009998
2011-03-03,4.475,12.841429,35.73
2011-03-04,4.472,12.857143,35.25
2011-03-07,4.313,12.691429,34.959999
2011-03-08,4.325,12.705714,35.459999
2011-03-09,4.1995,12.588214,35.5
2011-03-10,4.1845,12.381071,34.59
2011-03-11,4.195,12.571071,35.25
2011-03-14,4.1735,12.627143,35.040001
2011-03-15,4.125,12.336786,34.240002
2011-03-16,4.187,11.786071,33.91
2011-03-17,4.336,11.951429,34.32
2011-03-18,4.3295,11.809643,35.060001
2011-03-21,4.2755,12.117857,35.75
2011-03-22,4.3035,12.185714,35.540001
2011-03-23,4.4185,12.113929,35.650002
2011-03-24,4.414,12.320357,36.009998
2011-03-25,4.4085,12.555,36.560001
2011-03-28,4.3405,12.515714,36.459999
2011-03-29,4.3375,12.534286,36.700001
2011-03-30,4.266,12.451071,36.27
2011-03-31,4.3,12.446786,36.82
2011-04-01,4.2515,12.305714,38.18
2011-04-04,4.2465,12.185357,38.220001
2011-04-05,4.258,12.103214,37.459999
2011-04-06,4.3635,12.072857,37.59
2011-04-07,4.409,12.074286,37.419998
2011-04-08,4.495,11.966429,36.639999
2011-04-11,4.4535,11.814286,36.439999
2011-04-12,4.3775,11.871429,36.169998
2011-04-13,4.2885,12.004643,35.73
2011-04-14,4.2795,11.872143,34.950001
2011-04-15,4.253,11.695,34.830002
2011-04-18,4.194,11.851786,33.860001
2011-04-19,4.225,12.066429,34.009998
2011-04-20,4.3365,12.228929,33.950001
2011-04-21,4.398,12.525,34.060001
2011-04-25,4.301,12.6075,34.259998
2011-04-26,4.3185,12.515,34.599998
2011-04-27,4.2285,12.505357,35.259998
2011-04-28,4.245,12.383929,35.43
2011-04-29,4.1655,12.504643,35.470001
2011-05-02,4.1825,12.367143,35.360001
2011-05-03,4.24,12.435714,34.970001
2011-05-04,4.1205,12.484643,35.77
2011-05-05,3.9855,12.383929,36.610001
2011-05-06,3.9635,12.380714,37.419998
2011-05-09,4.004,12.414286,37.630001
2011-05-10,4.0295,12.480357,38
2011-05-11,3.902,12.401071,37.799999
2011-05-12,3.9605,12.3775,37.950001
2011-05-13,3.975,12.160714,37
2011-05-16,3.983,11.903571,36.689999
2011-05-17,3.991,12.005,36.279999
2011-05-18,4.0995,12.138214,37.110001
2011-05-19,4.047,12.161786,36.790001
2011-05-20,4.119,11.972143,36.560001
2011-05-23,3.99,11.942857,36.279999
2011-05-24,4.0125,11.863929,36.34
2011-05-25,4.102,12.027857,36.610001
2011-05-26,4.107,11.964286,36.849998
2011-05-27,4.1795,12.050357,37.040001
2011-05-31,4.1735,12.4225,37.77
2011-06-01,4.103,12.339643,37.049999
2011-06-02,4.0805,12.360714,37.240002
2011-06-03,4.13,12.265714,36.529999
2011-06-06,4.137,12.072857,36.150002
2011-06-07,4.1445,11.858571,36.650002
2011-06-08,4.105,11.865714,36.369999
2011-06-09,4.1035,11.838929,36.959999
2011-06-10,4.052,11.639286,37.029999
2011-06-13,4.0305,11.664286,37.360001
2011-06-14,4.154,11.872857,37.77
2011-06-15,4.1215,11.669643,37.619999
2011-06-16,4.1175,11.612857,37.919998
2011-06-17,4.103,11.437857,37.299999
2011-06-20,4.075,11.261429,37.459999
2011-06-21,4.0895,11.617857,38.189999
2011-06-22,4.09,11.521786,37.810001
2011-06-23,4.041,11.829643,37.34
2011-06-24,4.0985,11.655357,36.880001
2011-06-27,4.0515,11.858571,37.580002
2011-06-28,4.092,11.973571,37.919998
2011-06-29,4.2095,11.93,37.900002
2011-06-30,4.272,11.988214,37.68
2011-07-01,4.292,12.259286,37.91
2011-07-05,4.339,12.479643,38.009998
2011-07-06,4.3265,12.562857,38.599998
2011-07-07,4.432,12.757143,38.75
2011-07-08,4.4025,12.846786,38.889999
2011-07-11,4.3585,12.642857,37.709999
2011-07-12,4.3815,12.633929,37.75
2011-07-13,4.3945,12.786429,37.889999
2011-07-14,4.372,12.7775,37.150002
2011-07-15,4.405,13.032857,37.169998
2011-07-18,4.396,13.35,36.5
2011-07-19,4.4605,13.458929,37.400002
2011-07-20,4.4285,13.817857,37.5
2011-07-21,4.3775,13.831786,38.18
2011-07-22,4.4045,14.046429,37.93
2011-07-25,4.4015,14.232143,37.73
2011-07-26,4.474,14.4075,37.119999
2011-07-27,4.4405,14.021071,35.450001
2011-07-28,4.4645,13.993571,35.900002
2011-07-29,4.474,13.945714,35.490002
2011-08-01,4.404,14.169643,35.790001
2011-08-02,4.389,13.889643,34.41
2011-08-03,4.32,14.020357,34.919998
2011-08-04,4.231,13.4775,33.959999
2011-08-05,4.113,13.343571,32.970001
2011-08-08,3.9575,12.614643,30.360001
2011-08-09,3.967,13.3575,33.689999
2011-08-10,3.8855,12.988929,32.310001
2011-08-11,4.0045,13.346429,33.689999
2011-08-12,4.0095,13.463929,33.630001
2011-08-15,4.0315,13.693214,35.130001
2011-08-16,3.994,13.588571,34.630001
2011-08-17,4.029,13.587143,34.049999
2011-08-18,3.9645,13.073214,32.23
2011-08-19,3.9825,12.715357,31.33
2011-08-22,3.956,12.73,31.43
2011-08-23,3.9945,13.342857,33.139999
2011-08-24,3.997,13.435,32.849998
2011-08-25,4.079,13.347143,32.66
2011-08-26,4.099,13.699286,33.580002
2011-08-29,4.089,13.9275,35.240002
2011-08-30,4.123,13.928214,34.459999
2011-08-31,4.187,13.743929,34.57
2011-09-01,4.1425,13.608214,33.84
2011-09-02,4.107,13.358929,32.490002
2011-09-06,4.0395,13.562143,31.67
2011-09-07,4.1155,13.711786,33.41
2011-09-08,4.128,13.719286,32.439999
2011-09-09,3.9875,13.481429,31.690001
2011-09-12,3.9505,13.569286,32.18
2011-09-13,3.956,13.736429,32.400002
2011-09-14,3.885,13.903571,33.139999
2011-09-15,3.945,14.034286,32.560001
2011-09-16,3.92,14.303571,32.610001
2011-09-19,3.7715,14.701071,31.33
2011-09-20,3.7165,14.766071,30.940001
2011-09-21,3.7535,14.719286,29.67
2011-09-22,3.4805,14.350714,29.190001
2011-09-23,3.272,14.439286,29.67
2011-09-26,3.275,14.398929,31.610001
2011-09-27,3.4295,14.259286,32.200001
2011-09-28,3.236,14.178929,31.34
2011-09-29,3.237,13.948929,31.889999
2011-09-30,3.145,13.618571,30.33
2011-10-03,3.14,13.378571,27.940001
2011-10-04,3.0945,13.303571,28.85
2011-10-05,3.0975,13.508929,29.809999
2011-10-06,3.239,13.4775,30.42
2011-10-07,3.2665,13.207143,30
2011-10-10,3.362,13.886071,30.629999
2011-10-11,3.2875,14.296071,30.91
2011-10-12,3.3905,14.363929,32.27
2011-10-13,3.3025,14.586786,32.459999
2011-10-14,3.405,15.071429,32.84
2011-10-17,3.3735,14.999643,31.48
2011-10-18,3.3555,15.08,32.310001
2011-10-19,3.254,14.236429,31.809999
2011-10-20,3.0545,14.118214,31.98
2011-10-21,3.219,14.031071,32.59
2011-10-24,3.447,14.491786,33.349998
2011-10-25,3.419,14.206071,32.310001
2011-10-26,3.488,14.307143,32.66
2011-10-27,3.689,14.453214,34.380001
2011-10-28,3.702,14.4625,34.060001
2011-10-31,3.629,14.456429,33.389999
2011-11-01,3.4985,14.161071,31.469999
2011-11-02,3.5785,14.193214,32.939999
2011-11-03,3.5845,14.395357,34.099998
2011-11-04,3.563,14.294286,34.049999
2011-11-07,3.533,14.276071,34.529999
2011-11-08,3.532,14.508214,34.970001
2011-11-09,3.439,14.117143,33.59
2011-11-10,3.3725,13.757857,33.759998
2011-11-11,3.462,13.736429,34.419998
2011-11-14,3.4855,13.545,33.740002
2011-11-15,3.499,13.886786,34.060001
2011-11-16,3.482,13.741786,33
2011-11-17,3.382,13.478929,32.799999
2011-11-18,3.402,13.390714,32.599998
2011-11-21,3.299,13.178929,32
2011-11-22,3.3305,13.446786,31.98
2011-11-23,3.2775,13.106786,31.4
2011-11-25,3.268,12.984643,31.219999
2011-11-28,3.3585,13.432857,32.439999
2011-11-29,3.376,13.328571,32.18
2011-11-30,3.563,13.65,33.75
2011-12-01,3.522,13.854643,33.799999
2011-12-02,3.5725,13.917857,33.900002
2011-12-05,3.604,14.036071,33.970001
2011-12-06,3.5655,13.9625,34
2011-12-07,3.545,13.896071,33.389999
2011-12-08,3.4895,13.952143,32.259998
2011-12-09,3.547,14.057857,33.27
2011-12-12,3.4545,13.994286,33.139999
2011-12-13,3.4325,13.886071,32.59
2011-12-14,3.271,13.578214,31.83
2011-12-15,3.2595,13.533571,32.290001
2011-12-16,3.324,13.607857,32.509998
2011-12-19,3.301,13.650357,32.130001
2011-12-20,3.363,14.141071,33.060001
2011-12-21,3.389,14.158929,32.860001
2011-12-22,3.409,14.233929,32.799999
2011-12-23,3.4635,14.404643,33.41
2011-12-27,3.404,14.518929,33.41
2011-12-28,3.36,14.38,32.369999
2011-12-29,3.3655,14.468571,32.77
2011-12-30,3.4315,14.464286,32.93
2012-01-03,3.525,14.686786,32.810001
2012-01-04,3.4295,14.765714,32.349998
2012-01-05,3.4225,14.929643,32.720001
2012-01-06,3.431,15.085714,33.099998
2012-01-09,3.4125,15.061786,32.970001
2012-01-10,3.51,15.115714,33.52
2012-01-11,3.5415,15.091071,33.48
2012-01-12,3.644,15.049643,33.439999
2012-01-13,3.632,14.993214,32.689999
2012-01-17,3.726,15.167857,32.380001
2012-01-18,3.747,15.325357,32.18
2012-01-19,3.7975,15.276786,32.549999
2012-01-20,3.741,15.010714,32.48
2012-01-23,3.7945,15.264643,32.389999
2012-01-24,3.804,15.014643,31.889999
2012-01-25,3.825,15.952143,32.43
2012-01-26,3.897,15.879643,32.650002
2012-01-27,3.8835,15.974286,32.860001
2012-01-30,3.822,16.178928,32.610001
2012-01-31,3.7875,16.302856,32.580002
2012-02-01,3.8385,16.2925,33.560001
2012-02-02,3.777,16.254286,33.02
2012-02-03,3.897,16.417143,34.189999
2012-02-06,3.859,16.570356,34.43
2012-02-07,3.8725,16.743929,34.73
2012-02-08,3.906,17.024286,34.860001
2012-02-09,3.9745,17.613214,35.330002
2012-02-10,3.8595,17.622143,34.84
2012-02-13,3.837,17.950001,34.740002
2012-02-14,3.8115,18.195,34.869999
2012-02-15,3.798,17.77393,34.16
2012-02-16,3.788,17.936071,34.639999
2012-02-17,3.705,17.932858,34.099998
2012-02-21,3.8335,18.387501,34.540001
2012-02-22,3.83,18.322857,34.610001
2012-02-23,3.8045,18.442499,34.02
2012-02-24,3.8625,18.657499,34.43
2012-02-27,3.88,18.777143,35.310001
2012-02-28,3.912,19.121786,35.209999
2012-02-29,3.8705,19.372856,35.380001
2012-03-01,3.9245,19.445356,35.529999
2012-03-02,3.8955,19.470715,35.080002
2012-03-05,3.8525,19.04143,35.080002
2012-03-06,3.731,18.937857,34.330002
2012-03-07,3.7605,18.953215,34.799999
2012-03-08,3.786,19.356787,36.25
2012-03-09,3.8525,19.470358,36.599998
2012-03-12,3.8315,19.714287,36.52
2012-03-13,3.8965,20.289286,37.689999
2012-03-14,3.842,21.056429,37.389999
2012-03-15,3.892,20.912857,37.810001
2012-03-16,3.874,20.913214,37.77
2012-03-19,3.906,21.467857,37.709999
2012-03-20,3.828,21.64143,37.779999
2012-03-21,3.8495,21.517857,37.610001
2012-03-22,3.7675,21.405001,37.009998
2012-03-23,3.8095,21.2875,37.200001
2012-03-26,3.8855,21.677856,37.66
2012-03-27,3.879,21.945715,37.369999
2012-03-28,3.787,22.057858,37.060001
2012-03-29,3.794,21.780714,37.130001
2012-03-30,3.824,21.4125,36.810001
2012-04-02,3.9185,22.093929,37.299999
2012-04-03,3.9155,22.475714,37.740002
2012-04-04,3.7855,22.296785,37.02
2012-04-05,3.7915,22.63143,37.119999
2012-04-09,3.716,22.7225,36.759998
2012-04-10,3.646,22.444286,35.650002
2012-04-11,3.636,22.364286,35.689999
2012-04-12,3.7165,22.241785,36.419998
2012-04-13,3.623,21.615356,35.709999
2012-04-16,3.624,20.718929,35.779999
2012-04-17,3.644,21.775,36.290001
2012-04-18,3.628,21.726429,35.709999
2012-04-19,3.6265,20.98,35.5
2012-04-20,3.696,20.463572,35.419998
2012-04-23,3.623,20.417856,35.139999
2012-04-24,3.6715,20.01,35.59
2012-04-25,3.7005,21.785713,36.09
2012-04-26,3.768,21.703571,36.810001
2012-04-27,3.82,21.535713,36.830002
2012-04-30,3.8335,20.856428,36.59
2012-05-01,3.84,20.790358,36.720001
2012-05-02,3.7855,20.927856,35.200001
2012-05-03,3.7335,20.779285,36.220001
2012-05-04,3.724,20.1875,35.02
2012-05-07,3.7775,20.338572,34.34
2012-05-08,3.6855,20.292143,34.360001
2012-05-09,3.6695,20.327856,34.18
2012-05-10,3.6915,20.375713,33.919998
2012-05-11,3.6485,20.239643,33.880001
2012-05-14,3.557,19.936428,32.970001
2012-05-15,3.522,19.756071,32.84
2012-05-16,3.485,19.502857,32.900002
2012-05-17,3.4795,18.932858,32.380001
2012-05-18,3.4695,18.942142,32.799999
2012-05-21,3.504,20.045713,33.349998
2012-05-22,3.4875,19.891787,34.07
2012-05-23,3.398,20.377144,33.810001
2012-05-24,3.429,20.190001,33.689999
2012-05-25,3.448,20.081785,34.099998
2012-05-29,3.4635,20.438213,34.650002
2012-05-30,3.3865,20.684643,34.200001
2012-05-31,3.3625,20.633215,33.810001
2012-06-01,3.31,20.035357,33.380001
2012-06-04,3.304,20.153214,33.130001
2012-06-05,3.2885,20.10107,33.200001
2012-06-06,3.379,20.409286,33.560001
2012-06-07,3.3695,20.418571,33.52
2012-06-08,3.2835,20.725714,33.23
2012-06-11,3.345,20.39893,32.560001
2012-06-12,3.334,20.577143,32.209999
2012-06-13,3.34,20.434286,31.67
2012-06-14,3.354,20.411785,31.959999
2012-06-15,3.385,20.504642,32.150002
2012-06-18,3.396,20.920713,31.92
2012-06-19,3.4325,20.97893,32.43
2012-06-20,3.3865,20.919287,32.84
2012-06-21,3.295,20.631071,32
2012-06-22,3.305,20.789286,32.650002
2012-06-25,3.314,20.384644,31.6
2012-06-26,3.3155,20.429644,31.790001
2012-06-27,3.3465,20.517857,32.189999
2012-06-28,3.326,20.323214,32.689999
2012-06-29,3.49,20.857143,34.02
2012-07-02,3.465,21.161428,34.279999
2012-07-03,3.5345,21.407499,34.200001
2012-07-05,3.488,21.783571,34.07
2012-07-06,3.4045,21.638571,34.27
2012-07-09,3.426,21.924643,33.77
2012-07-10,3.393,21.721786,33.470001
2012-07-11,3.443,21.586786,33.080002
2012-07-12,3.4115,21.389286,33.07
2012-07-13,3.5005,21.606071,33.990002
2012-07-16,3.481,21.675358,33.5
2012-07-17,3.453,21.67643,33.82
2012-07-18,3.473,21.652143,34.119999
2012-07-19,3.534,21.940001,34.349998
2012-07-20,3.4485,21.582144,33.790001
2012-07-23,3.3815,21.565357,33.310001
2012-07-24,3.353,21.46143,32.610001
2012-07-25,3.375,20.534643,32.650002
2012-07-26,3.394,20.531429,32.849998
2012-07-27,3.426,20.898571,33.470001
2012-07-30,3.415,21.251072,33.240002
2012-07-31,3.4195,21.812857,33.150002
2012-08-01,3.3765,21.671785,33.299999
2012-08-02,3.2925,21.706785,32.23
2012-08-03,3.371,21.989286,33.290001
2012-08-06,3.393,22.233929,33.41
2012-08-07,3.445,22.175358,34.830002
2012-08-08,3.4275,22.137857,35.080002
2012-08-09,3.437,22.168928,35.049999
2012-08-10,3.409,22.203571,35.299999
2012-08-13,3.3585,22.5,35.330002
2012-08-14,3.3595,22.560356,35.549999
2012-08-15,3.3515,22.529642,36.009998
2012-08-16,3.386,22.726429,36.27
2012-08-17,3.422,23.146786,35.860001
2012-08-20,3.3735,23.755358,35.290001
2012-08-21,3.4565,23.430714,35.560001
2012-08-22,3.46,23.888214,35.59
2012-08-23,3.496,23.665358,35.09
2012-08-24,3.488,23.686428,35.43
2012-08-27,3.4845,24.13143,35.16
2012-08-28,3.47,24.1,35.040001
2012-08-29,3.4625,24.0525,35.310001
2012-08-30,3.4405,23.709642,34.900002
2012-08-31,3.454,23.758572,35.080002
2012-09-04,3.4685,24.106071,35.599998
2012-09-05,3.532,23.936787,35.82
2012-09-06,3.5235,24.1525,36.66
2012-09-07,3.656,24.30143,36.689999
2012-09-10,3.7,23.669287,36.220001
2012-09-11,3.7145,23.592501,35.66
2012-09-12,3.71,23.92107,36.25
2012-09-13,3.727,24.392143,36.439999
2012-09-14,3.8515,24.688572,36.73
2012-09-17,3.81,24.992144,36.360001
2012-09-18,3.8025,25.068214,36.16
2012-09-19,3.829,25.075001,36
2012-09-20,3.7725,24.953571,35.98
2012-09-21,3.8035,25.003214,36.040001
2012-09-24,3.7455,24.67107,35.66
2012-09-25,3.7735,24.055,35.09
2012-09-26,3.714,23.75643,35.389999
2012-09-27,3.748,24.332857,36.189999
2012-09-28,3.773,23.825001,35.790001
2012-10-01,3.793,23.549643,35.82
2012-10-02,3.807,23.618214,26.209999
2012-10-03,3.794,23.980356,28.27
2012-10-04,3.794,23.814285,27.34
2012-10-05,3.786,23.306786,26.860001
2012-10-08,3.727,22.791786,26.4
2012-10-09,3.729,22.708929,26.33
2012-10-10,3.729,22.889643,26.540001
2012-10-11,3.759,22.432142,26.41
2012-10-12,3.7145,22.489643,25.93
2012-10-15,3.7115,22.67,25.59
2012-10-16,3.708,23.206785,27.200001
2012-10-17,3.7525,23.021786,27.440001
2012-10-18,3.747,22.594286,27.370001
2012-10-19,3.6485,21.780001,27.02
2012-10-22,3.6255,22.643929,27.110001
2012-10-23,3.576,21.905714,27.15
2012-10-24,3.576,22.029642,27.02
2012-10-25,3.5645,21.769285,27.049999
2012-10-26,3.5635,21.571428,27.540001
2012-10-31,3.527,21.261429,26.940001
2012-11-01,3.555,21.305,27.75
2012-11-02,3.483,20.6,26.879999
2012-11-05,3.4705,20.879286,27.25
2012-11-06,3.506,20.816071,26.1
2012-11-07,3.443,19.928572,26.110001
2012-11-08,3.4705,19.205357,26.200001
2012-11-09,3.4495,19.537857,26.209999
2012-11-12,3.473,19.386786,26
2012-11-13,3.473,19.389286,25.99
2012-11-14,3.4555,19.174286,25.99
2012-11-15,3.4645,18.772142,25.959999
2012-11-16,3.4535,18.845715,25.82
2012-11-19,3.5275,20.204643,26.24
2012-11-20,3.515,20.032499,26.15
2012-11-21,3.496,20.060715,26.290001
2012-11-23,3.5275,20.410713,26.75
2012-11-26,3.536,21.054644,27.110001
2012-11-27,3.5365,20.885,26.809999
2012-11-28,3.522,20.819286,27.309999
2012-11-29,3.5885,21.048571,28.42
2012-11-30,3.6295,20.902857,29
2012-12-03,3.64,20.935356,29.09
2012-12-04,3.6335,20.566071,29.18
2012-12-05,3.667,19.2425,29.51
2012-12-06,3.627,19.544287,30.17
2012-12-07,3.6475,19.044643,29.780001
2012-12-10,3.6905,18.922144,29.379999
2012-12-11,3.671,19.335358,29.49
2012-12-12,3.7,19.25,29.379999
2012-12-13,3.6445,18.9175,29.200001
2012-12-14,3.665,18.206785,30.16
2012-12-17,3.649,18.529642,30.879999
2012-12-18,3.6365,19.067858,30.99
2012-12-19,3.595,18.796785,31.059999
2012-12-20,3.525,18.633215,31.41
2012-12-21,3.5555,18.547501,31.08
2012-12-24,3.534,18.577499,31.15
2012-12-26,3.583,18.321428,30.58
2012-12-27,3.59,18.395,30.67
2012-12-28,3.5775,18.199642,30.82
2012-12-31,3.641,19.006071,30.99
2013-01-02,3.7245,19.608213,32.130001
2013-01-03,3.7015,19.360714,31.969999
2013-01-04,3.6785,18.821428,31.85
2013-01-07,3.663,18.710714,31.870001
2013-01-08,3.657,18.76107,31.790001
2013-01-09,3.6565,18.467857,31.93
2013-01-10,3.6945,18.696787,32.139999
2013-01-11,3.6395,18.582144,31.969999
2013-01-14,3.6195,17.919643,31.93
2013-01-15,3.623,17.354286,32.360001
2013-01-16,3.591,18.074642,31.969999
2013-01-17,3.647,17.952856,31.790001
2013-01-18,3.6635,17.857143,32.09
2013-01-22,3.691,18.0275,32.900002
2013-01-23,3.671,18.3575,33.060001
2013-01-24,3.6645,16.089287,33.349998
2013-01-25,3.6395,15.71,33.66
2013-01-28,3.649,16.065357,34.02
2013-01-29,3.6775,16.366785,34.099998
2013-01-30,3.74,16.315357,33.790001
2013-01-31,3.7235,16.2675,33.740002
2013-02-01,3.7755,16.200714,33.799999
2013-02-04,3.7585,15.797143,33.23
2013-02-05,3.7615,16.351429,33.880001
2013-02-06,3.7335,16.333929,34.669998
2013-02-07,3.72,16.722143,33.48
2013-02-08,3.7535,16.963572,33.990002
2013-02-11,3.718,17.140356,33.68
2013-02-12,3.7365,16.710714,34.029999
2013-02-13,3.734,16.678928,33.759998
2013-02-14,3.73,16.663929,33.75
2013-02-15,3.731,16.434286,33.41
2013-02-19,3.6445,16.428213,33.580002
2013-02-20,3.6055,16.030357,33.200001
2013-02-21,3.5505,15.930714,32.990002
2013-02-22,3.53,16.100357,33.150002
2013-02-25,3.541,15.814286,32.740002
2013-02-26,3.5665,16.034643,32.759998
2013-02-27,3.545,15.8775,33.419998
2013-02-28,3.5275,15.764286,33.130001
2013-03-01,3.4815,15.373929,33.009998
2013-03-04,3.483,15.001786,32.889999
